	study	output_type	pk	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median	category	route	unit_intervention	substance_name_intervention	time_unit_intervention	value_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	subject_type	subject_pk	('study', '')	('subject_name', '')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('sex', 'unit')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('smoking', 'choice')	('smoking', 'count')	('smoking', 'unit')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('medication', 'choice')	('medication', 'count')	('general', 'group_count')	('ethnicity', 'choice')	('ethnicity', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('disease', 'choice')	('disease', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('bmi', 'value')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'cv')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('smoking amount (cigarettes)', 'value')	('phenotype', 'choice')	('phenotype', 'count')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('medication type', 'choice')	('medication type', 'count')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('height', 'value')	('obesity index', 'count')	('obesity index', 'cv')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('obese', 'choice')	('obese', 'count')	('obese', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')	('caffeine amount (beverages)', 'value')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'cv')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'sd')	('consumption', 'se')	('consumption', 'unit')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine', 'choice')	('caffeine', 'count')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('HbA1c', 'count')	('HbA1c', 'cv')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('cholesterol', 'count')	('cholesterol', 'cv')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('LDL-C', 'count')	('LDL-C', 'cv')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('LDL-H', 'count')	('LDL-H', 'cv')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('triglyceride', 'count')	('triglyceride', 'cv')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('body surface area', 'count')	('body surface area', 'cv')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('genetics', 'choice')	('genetics', 'count')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('fat weight', 'count')	('fat weight', 'cv')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')
5430	Mitrakou1992	timecourses	6051	plasma	glucagon	concentration	pmol/l	1988			896.0	['4.42e+01', '4.17e+01', '4.38e+01', '4.28e+01', '3.88e+01', '3.58e+01', '3.39e+01', '3.37e+01', '3.48e+01', '3.58e+01', '3.89e+01', '4.30e+01', '4.30e+01']	['2.30e+00', '4.15e+00', '2.52e+00', '4.22e+00', '4.00e+00', '4.59e+00', '4.37e+00', '4.15e+00', '3.48e+00', '3.85e+00', '4.00e+00', '3.33e+00', '3.33e+00']	['1.47e-01', '2.81e-01', '1.63e-01', '2.79e-01', '2.92e-01', '3.63e-01', '3.65e-01', '3.48e-01', '2.83e-01', '3.04e-01', '2.91e-01', '2.19e-01', '2.19e-01']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	233.3025	0.014332624463882313				dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	896	Mitrakou1992	nonobese igt	homo sapiens	31	Y	31.0	('F', 'M')	(1, 7)		8.0	0.0204		49.0			1.0	0.354	yr					8.0	0.0822		73.0			6.0	2.12	kg											8.0			Y	31.0			8.0	0.0705		24.1			1.7	0.601	kg/m^2																				31.0	14.0		12.0	h																																																		8.0	0.0968		6.2		0.6	0.212	mmol/l																							8.0	0.307	75.0	23.0	8.13	pmol/l																																					8.0	0.326	43.0	14.0	4.95	pmol/l	8.0	0.174	29300.0	5100.0	1800.0	g																
5431	Mitrakou1992	timecourses	6055	plasma	glucose	ra	µmol/kg/min	1988			896.0	[None, None, '0.00e+00', '2.74e+01', '2.40e+01', '1.99e+01', '1.56e+01', '1.13e+01', '7.31e+00', '6.53e+00', '4.49e+00', '3.18e+00', '1.25e+00']	[None, None, '8.60e-01', '2.38e+00', '2.28e+00', '2.27e+00', '1.55e+00', '1.44e+00', '1.76e+00', '1.45e+00', '2.38e+00', '1.65e+00', '1.96e+00']	[None, None, None, '2.46e-01', '2.68e-01', '3.22e-01', '2.80e-01', '3.60e-01', '6.81e-01', '6.28e-01', '1.50e+00', '1.47e+00', '4.43e+00']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png						dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	896	Mitrakou1992	nonobese igt	homo sapiens	31	Y	31.0	('F', 'M')	(1, 7)		8.0	0.0204		49.0			1.0	0.354	yr					8.0	0.0822		73.0			6.0	2.12	kg											8.0			Y	31.0			8.0	0.0705		24.1			1.7	0.601	kg/m^2																				31.0	14.0		12.0	h																																																		8.0	0.0968		6.2		0.6	0.212	mmol/l																							8.0	0.307	75.0	23.0	8.13	pmol/l																																					8.0	0.326	43.0	14.0	4.95	pmol/l	8.0	0.174	29300.0	5100.0	1800.0	g																
5432	Mitrakou1992	timecourses	6059	plasma	glucose	ra	µmol/kg/min	1988			896.0	['1.13e+01', '1.14e+01', '1.14e+01', '9.96e+00', '7.32e+00', '6.63e+00', '7.56e+00', '7.29e+00', '7.16e+00', '7.03e+00', '8.63e+00', '9.31e+00', '9.53e+00']	['7.10e-01', '5.30e-01', '6.40e-01', '7.70e-01', '8.50e-01', '7.40e-01', '8.50e-01', '4.60e-01', '6.30e-01', '5.30e-01', '8.10e-01', '6.00e-01', '7.10e-01']	['1.78e-01', '1.31e-01', '1.59e-01', '2.19e-01', '3.28e-01', '3.16e-01', '3.18e-01', '1.78e-01', '2.49e-01', '2.13e-01', '2.65e-01', '1.82e-01', '2.11e-01']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	52.0425	0.03361131660087828				dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	896	Mitrakou1992	nonobese igt	homo sapiens	31	Y	31.0	('F', 'M')	(1, 7)		8.0	0.0204		49.0			1.0	0.354	yr					8.0	0.0822		73.0			6.0	2.12	kg											8.0			Y	31.0			8.0	0.0705		24.1			1.7	0.601	kg/m^2																				31.0	14.0		12.0	h																																																		8.0	0.0968		6.2		0.6	0.212	mmol/l																							8.0	0.307	75.0	23.0	8.13	pmol/l																																					8.0	0.326	43.0	14.0	4.95	pmol/l	8.0	0.174	29300.0	5100.0	1800.0	g																
5433	Mitrakou1992	timecourses	6063	plasma	glucose	ra	µmol/kg/min	1988			896.0	['1.14e+01', '1.14e+01', '1.14e+01', '3.72e+01', '3.33e+01', '2.94e+01', '2.37e+01', '1.86e+01', '1.56e+01', '1.45e+01', '1.41e+01', '1.35e+01', '1.18e+01']	['6.20e-01', '4.80e-01', '7.70e-01', '2.48e+00', '1.91e+00', '1.29e+00', '1.57e+00', '1.14e+00', '9.10e-01', '1.24e+00', '1.00e+00', '6.70e-01', '7.60e-01']	['1.53e-01', '1.19e-01', '1.91e-01', '1.88e-01', '1.62e-01', '1.24e-01', '1.88e-01', '1.74e-01', '1.65e-01', '2.41e-01', '2.01e-01', '1.40e-01', '1.82e-01']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	117.18999999999998	0.26617070140886856				dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	896	Mitrakou1992	nonobese igt	homo sapiens	31	Y	31.0	('F', 'M')	(1, 7)		8.0	0.0204		49.0			1.0	0.354	yr					8.0	0.0822		73.0			6.0	2.12	kg											8.0			Y	31.0			8.0	0.0705		24.1			1.7	0.601	kg/m^2																				31.0	14.0		12.0	h																																																		8.0	0.0968		6.2		0.6	0.212	mmol/l																							8.0	0.307	75.0	23.0	8.13	pmol/l																																					8.0	0.326	43.0	14.0	4.95	pmol/l	8.0	0.174	29300.0	5100.0	1800.0	g																
5434	Mitrakou1992	timecourses	6067	plasma	glucose	rd	µmol/kg/min	1988			896.0	['1.20e+01', '1.14e+01', '1.15e+01', '2.95e+01', '3.19e+01', '2.98e+01', '2.83e+01', '1.99e+01', '1.63e+01', '1.48e+01', '1.37e+01', '1.35e+01', '1.18e+01']	['5.90e-01', '7.20e-01', '5.50e-01', '3.31e+00', '2.34e+00', '1.95e+00', '2.68e+00', '1.74e+00', '1.66e+00', '1.27e+00', '1.23e+00', '7.60e-01', '1.10e+00']	['1.39e-01', '1.78e-01', '1.35e-01', '3.17e-01', '2.08e-01', '1.85e-01', '2.68e-01', '2.47e-01', '2.89e-01', '2.43e-01', '2.54e-01', '1.59e-01', '2.64e-01']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	116.2575	0.2704878270845593				dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	896	Mitrakou1992	nonobese igt	homo sapiens	31	Y	31.0	('F', 'M')	(1, 7)		8.0	0.0204		49.0			1.0	0.354	yr					8.0	0.0822		73.0			6.0	2.12	kg											8.0			Y	31.0			8.0	0.0705		24.1			1.7	0.601	kg/m^2																				31.0	14.0		12.0	h																																																		8.0	0.0968		6.2		0.6	0.212	mmol/l																							8.0	0.307	75.0	23.0	8.13	pmol/l																																					8.0	0.326	43.0	14.0	4.95	pmol/l	8.0	0.174	29300.0	5100.0	1800.0	g																
5435	Mitrakou1992	timecourses	6071	plasma	glucose	rd	µmol/kg/min	1988			896.0	['5.20e-01', '5.90e-01', '6.20e-01', '4.37e+00', '4.78e+00', '4.35e+00', '4.25e+00', '2.89e+00', '1.97e+00', '1.34e+00', '1.30e+00', '1.08e+00', '6.80e-01']	['2.00e-01', '2.00e-01', '2.00e-01', '7.00e-01', '6.10e-01', '5.30e-01', '4.80e-01', '3.50e-01', '4.20e-01', '4.20e-01', '4.00e-01', '1.80e-01', '3.30e-01']	['1.09e+00', '9.59e-01', '9.12e-01', '4.53e-01', '3.61e-01', '3.45e-01', '3.19e-01', '3.43e-01', '6.03e-01', '8.87e-01', '8.70e-01', '4.71e-01', '1.37e+00']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	14.07	0.5039250948751326				dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	896	Mitrakou1992	nonobese igt	homo sapiens	31	Y	31.0	('F', 'M')	(1, 7)		8.0	0.0204		49.0			1.0	0.354	yr					8.0	0.0822		73.0			6.0	2.12	kg											8.0			Y	31.0			8.0	0.0705		24.1			1.7	0.601	kg/m^2																				31.0	14.0		12.0	h																																																		8.0	0.0968		6.2		0.6	0.212	mmol/l																							8.0	0.307	75.0	23.0	8.13	pmol/l																																					8.0	0.326	43.0	14.0	4.95	pmol/l	8.0	0.174	29300.0	5100.0	1800.0	g																
5436	Mitrakou1992	timecourses	6044	plasma	glucose	concentration	mmol/l	1988			895.0	['5.43e+00', '5.44e+00', '5.46e+00', '8.49e+00', '9.18e+00', '8.28e+00', '7.13e+00', '6.02e+00', '5.38e+00', '4.55e+00', '4.24e+00', '4.67e+00', '4.88e+00']	['4.30e-01', '3.90e-01', '3.90e-01', '5.00e-01', '4.30e-01', '3.90e-01', '4.30e-01', '4.10e-01', '3.50e-01', '4.10e-01', '4.10e-01', '3.00e-01', '3.50e-01']	['2.38e-01', '2.15e-01', '2.14e-01', '1.77e-01', '1.41e-01', '1.41e-01', '1.81e-01', '2.04e-01', '1.95e-01', '2.70e-01', '2.90e-01', '1.93e-01', '2.15e-01']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	36.9975	0.18550118619803355				dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	895	Mitrakou1992	nonobese normal	homo sapiens	31	Y	31.0	('F', 'M')	(4, 5)		9.0	0.128		47.0			6.0	2.0	yr					9.0	0.162		74.0			12.0	4.0	kg											9.0			Y	31.0			9.0	0.0864		24.3			2.1	0.7	kg/m^2																				31.0	14.0		12.0	h																																																		9.0	0.115		5.2		0.6	0.2	mmol/l																							9.0	0.184	49.0	9.0	3.0	pmol/l																																					9.0	0.214	42.0	9.0	3.0	pmol/l	9.0	0.21600000000000003	27800.0	6000.0	2000.0	g																
5437	Mitrakou1992	timecourses	6048	plasma	insulin	concentration	pmol/l	1988			895.0	['4.80e+01', '4.88e+01', '4.95e+01', '4.00e+02', '4.50e+02', '3.63e+02', '2.36e+02', '1.28e+02', '8.38e+01', '5.62e+01', '4.65e+01', '5.02e+01', '4.65e+01']	['2.08e+01', '2.24e+01', '1.94e+01', '4.92e+01', '5.67e+01', '5.67e+01', '3.87e+01', '3.42e+01', '2.68e+01', '2.68e+01', '1.63e+01', '1.94e+01', '1.79e+01']	['1.30e+00', '1.38e+00', '1.17e+00', '3.69e-01', '3.78e-01', '4.68e-01', '4.93e-01', '8.05e-01', '9.58e-01', '1.43e+00', '1.05e+00', '1.16e+00', '1.15e+00']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	979.525	0.6360090553380026				dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	895	Mitrakou1992	nonobese normal	homo sapiens	31	Y	31.0	('F', 'M')	(4, 5)		9.0	0.128		47.0			6.0	2.0	yr					9.0	0.162		74.0			12.0	4.0	kg											9.0			Y	31.0			9.0	0.0864		24.3			2.1	0.7	kg/m^2																				31.0	14.0		12.0	h																																																		9.0	0.115		5.2		0.6	0.2	mmol/l																							9.0	0.184	49.0	9.0	3.0	pmol/l																																					9.0	0.214	42.0	9.0	3.0	pmol/l	9.0	0.21600000000000003	27800.0	6000.0	2000.0	g																
5438	Mitrakou1992	timecourses	6052	plasma	glucagon	concentration	pmol/l	1988			895.0	['4.19e+01', '4.35e+01', '4.26e+01', '3.31e+01', '2.98e+01', '2.57e+01', '2.58e+01', '2.73e+01', '2.79e+01', '3.15e+01', '3.46e+01', '3.78e+01', '3.70e+01']	['2.96e+00', '2.97e+00', '3.04e+00', '3.19e+00', '2.59e+00', '2.59e+00', '2.96e+00', '2.52e+00', '2.67e+00', '4.52e+00', '3.93e+00', '4.52e+00', '3.70e+00']	['2.12e-01', '2.05e-01', '2.14e-01', '2.89e-01', '2.60e-01', '3.02e-01', '3.44e-01', '2.77e-01', '2.87e-01', '4.30e-01', '3.41e-01', '3.59e-01', '3.00e-01']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	199.59750000000003	0.013907749844192206				dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	895	Mitrakou1992	nonobese normal	homo sapiens	31	Y	31.0	('F', 'M')	(4, 5)		9.0	0.128		47.0			6.0	2.0	yr					9.0	0.162		74.0			12.0	4.0	kg											9.0			Y	31.0			9.0	0.0864		24.3			2.1	0.7	kg/m^2																				31.0	14.0		12.0	h																																																		9.0	0.115		5.2		0.6	0.2	mmol/l																							9.0	0.184	49.0	9.0	3.0	pmol/l																																					9.0	0.214	42.0	9.0	3.0	pmol/l	9.0	0.21600000000000003	27800.0	6000.0	2000.0	g																
5439	Mitrakou1992	timecourses	6056	plasma	glucose	ra	µmol/kg/min	1988			895.0	[None, None, '0.00e+00', '2.54e+01', '2.50e+01', '2.26e+01', '1.66e+01', '1.05e+01', '7.32e+00', '6.42e+00', '3.66e+00', '2.56e+00', '9.40e-01']	[None, None, '1.22e+00', '2.17e+00', '2.18e+00', '1.97e+00', '1.86e+00', '1.96e+00', '4.56e+00', '2.80e+00', '2.07e+00', '1.97e+00', '1.96e+00']	[None, None, None, '2.57e-01', '2.62e-01', '2.61e-01', '3.37e-01', '5.61e-01', '1.87e+00', '1.31e+00', '1.70e+00', '2.31e+00', '6.26e+00']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png						dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	895	Mitrakou1992	nonobese normal	homo sapiens	31	Y	31.0	('F', 'M')	(4, 5)		9.0	0.128		47.0			6.0	2.0	yr					9.0	0.162		74.0			12.0	4.0	kg											9.0			Y	31.0			9.0	0.0864		24.3			2.1	0.7	kg/m^2																				31.0	14.0		12.0	h																																																		9.0	0.115		5.2		0.6	0.2	mmol/l																							9.0	0.184	49.0	9.0	3.0	pmol/l																																					9.0	0.214	42.0	9.0	3.0	pmol/l	9.0	0.21600000000000003	27800.0	6000.0	2000.0	g																
5440	Mitrakou1992	timecourses	6060	plasma	glucose	ra	µmol/kg/min	1988			895.0	['1.07e+01', '1.02e+01', '1.07e+01', '6.57e+00', '3.58e+00', '3.66e+00', '4.03e+00', '4.14e+00', '4.83e+00', '6.46e+00', '7.18e+00', '8.04e+00', '9.11e+00']	['7.10e-01', '6.00e-01', '5.30e-01', '1.31e+00', '9.50e-01', '8.10e-01', '1.09e+00', '7.80e-01', '6.70e-01', '6.00e-01', '7.10e-01', '6.70e-01', '5.70e-01']	['1.99e-01', '1.76e-01', '1.49e-01', '5.98e-01', '7.96e-01', '6.64e-01', '8.11e-01', '5.65e-01', '4.16e-01', '2.79e-01', '2.97e-01', '2.50e-01', '1.88e-01']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	39.63999999999999	0.03392426577700438				dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	895	Mitrakou1992	nonobese normal	homo sapiens	31	Y	31.0	('F', 'M')	(4, 5)		9.0	0.128		47.0			6.0	2.0	yr					9.0	0.162		74.0			12.0	4.0	kg											9.0			Y	31.0			9.0	0.0864		24.3			2.1	0.7	kg/m^2																				31.0	14.0		12.0	h																																																		9.0	0.115		5.2		0.6	0.2	mmol/l																							9.0	0.184	49.0	9.0	3.0	pmol/l																																					9.0	0.214	42.0	9.0	3.0	pmol/l	9.0	0.21600000000000003	27800.0	6000.0	2000.0	g																
5441	Mitrakou1992	timecourses	6064	plasma	glucose	ra	µmol/kg/min	1988			895.0	['1.08e+01', '1.08e+01', '1.08e+01', '3.16e+01', '2.79e+01', '2.63e+01', '2.13e+01', '1.51e+01', '1.49e+01', '1.41e+01', '1.17e+01', '1.16e+01', '1.10e+01']	['1.00e+00', '8.60e-01', '5.70e-01', '1.19e+00', '1.76e+00', '1.81e+00', '1.38e+00', '1.29e+00', '7.10e-01', '1.00e+00', '1.05e+00', '8.60e-01', '6.20e-01']	['2.79e-01', '2.38e-01', '1.59e-01', '1.13e-01', '1.89e-01', '2.07e-01', '1.95e-01', '2.57e-01', '1.43e-01', '2.13e-01', '2.69e-01', '2.22e-01', '1.69e-01']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	103.425	0.2538225614962871				dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	895	Mitrakou1992	nonobese normal	homo sapiens	31	Y	31.0	('F', 'M')	(4, 5)		9.0	0.128		47.0			6.0	2.0	yr					9.0	0.162		74.0			12.0	4.0	kg											9.0			Y	31.0			9.0	0.0864		24.3			2.1	0.7	kg/m^2																				31.0	14.0		12.0	h																																																		9.0	0.115		5.2		0.6	0.2	mmol/l																							9.0	0.184	49.0	9.0	3.0	pmol/l																																					9.0	0.214	42.0	9.0	3.0	pmol/l	9.0	0.21600000000000003	27800.0	6000.0	2000.0	g																
5442	Mitrakou1992	timecourses	6068	plasma	glucose	rd	µmol/kg/min	1988			895.0	['1.15e+01', '1.11e+01', '1.09e+01', '2.14e+01', '2.95e+01', '3.34e+01', '2.91e+01', '1.62e+01', '1.34e+01', '1.25e+01', '9.83e+00', '1.03e+01', '1.12e+01']	['9.90e-01', '7.80e-01', '7.80e-01', '2.60e+00', '2.16e+00', '2.12e+00', '2.77e+00', '1.90e+00', '1.04e+00', '1.38e+00', '1.75e+00', '1.37e+00', '1.03e+00']	['2.58e-01', '2.11e-01', '2.14e-01', '3.64e-01', '2.20e-01', '1.91e-01', '2.85e-01', '3.51e-01', '2.33e-01', '3.31e-01', '5.34e-01', '3.97e-01', '2.75e-01']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	104.57	0.34198113567659544				dosing	oral	g/kg	glucose	h	1.0	0.0	solution	single dose					group	895	Mitrakou1992	nonobese normal	homo sapiens	31	Y	31.0	('F', 'M')	(4, 5)		9.0	0.128		47.0			6.0	2.0	yr					9.0	0.162		74.0			12.0	4.0	kg											9.0			Y	31.0			9.0	0.0864		24.3			2.1	0.7	kg/m^2																				31.0	14.0		12.0	h																																																		9.0	0.115		5.2		0.6	0.2	mmol/l																							9.0	0.184	49.0	9.0	3.0	pmol/l																																					9.0	0.214	42.0	9.0	3.0	pmol/l	9.0	0.21600000000000003	27800.0	6000.0	2000.0	g																
