	unit	allowed_users	tissue	measurement_type	access	raw_pk	interventions	substance	calculated	group_count	group_name	group_pk	mean	individual_name	individual_pk	value	timecourse_pk	time_unit	time	se	cv	sd	pharmacokinetics	figure	min	max	median	measurement_type_intervention	access_intervention	allowed_users_intervention	raw_pk_intervention	substance_intervention	application	route	unit_intervention	value_intervention	form	time_intervention	time_unit_intervention	choice	sd_intervention	max_intervention	min_intervention	study	subject_pk	subject_name	('general', 'group_pk')	('species', 'choice')	('species', 'count')	('sex', 'choice')	('sex', 'count')	('healthy', 'choice')	('healthy', 'count')	('age', 'count')	('age', 'max')	('age', 'mean')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('weight', 'count')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('smoking', 'choice')	('smoking', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('height', 'count')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'unit')	('bmi', 'count')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'unit')	('gfr', 'count')	('gfr', 'mean')	('gfr', 'sd')	('gfr', 'unit')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('abstinence medication', 'count')	('abstinence medication', 'min')	('abstinence medication', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'median')	('body surface area', 'min')	('body surface area', 'unit')	('body surface area', 'value')	('concentration', 'count')	('concentration', 'min')	('concentration', 'substance')	('concentration', 'unit')	('concentration', 'value')	('disease', 'choice')	('disease', 'count')	('disease', 'unit')	('disease', 'value')	('liver function test', 'choice')	('liver function test', 'count')	('biochemistry (categorial)', 'choice')	('biochemistry (categorial)', 'count')	('biochemistry (categorial)', 'substance')	('abstinence alcohol', 'count')	('abstinence alcohol', 'min')	('abstinence alcohol', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('age (categorial)', 'choice')	('age (categorial)', 'count')	('clearance', 'count')	('clearance', 'max')	('clearance', 'min')	('clearance', 'substance')	('clearance', 'unit')	('clearance', 'value')	('fasting (duration)', 'count')	('fasting (duration)', 'min')	('fasting (duration)', 'unit')	('abstinence', 'count')	('abstinence', 'min')	('abstinence', 'substance')	('abstinence', 'unit')	('liver volume', 'count')	('liver volume', 'mean')	('liver volume', 'se')	('liver volume', 'unit')	('weight (categorial)', 'choice')	('weight (categorial)', 'count')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'min')	('obesity index', 'unit')	('pregnancy status', 'choice')	('pregnancy status', 'count')	('fasting', 'choice')	('fasting', 'count')	('kidney function test', 'choice')	('kidney function test', 'count')	('body position', 'choice')	('body position', 'count')	('amount', 'count')	('amount', 'substance')	('amount', 'unit')	('amount', 'value')
2982	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	13265	516	paracetamol glucuronide	False					pregnant3	1229.0	13.9												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1229	pregnant3	211	homo sapiens	20	F	20	Y	20.0	8.0	32.0		26.0			yr		8.0	77.0	68.0		61.0	5.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																			pregnant (third trimester)	8.0										
2983	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	saliva	clearance	public	13263	516	paracetamol	False					pregnant3	1229.0	23.5												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1229	pregnant3	211	homo sapiens	20	F	20	Y	20.0	8.0	32.0		26.0			yr		8.0	77.0	68.0		61.0	5.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																			pregnant (third trimester)	8.0										
2984	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13268	516	paracetamol	False					pregnant3	1229.0	1.04												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1229	pregnant3	211	homo sapiens	20	F	20	Y	20.0	8.0	32.0		26.0			yr		8.0	77.0	68.0		61.0	5.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																			pregnant (third trimester)	8.0										
2985	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	saliva	clearance	public	13275	516	paracetamol	False					pregnant5	1231.0	27.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1231	pregnant5	211	homo sapiens	20	F	20	Y	20.0	8.0	32.0		26.0			yr		8.0	77.0	68.0		61.0	5.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																			pregnant (third trimester)	8.0										
2986	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	13277	516	paracetamol glucuronide	False					pregnant5	1231.0	17.6												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1231	pregnant5	211	homo sapiens	20	F	20	Y	20.0	8.0	32.0		26.0			yr		8.0	77.0	68.0		61.0	5.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																			pregnant (third trimester)	8.0										
2987	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	saliva	thalf	public	13276	516	paracetamol	False					pregnant5	1231.0	1.38												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1231	pregnant5	211	homo sapiens	20	F	20	Y	20.0	8.0	32.0		26.0			yr		8.0	77.0	68.0		61.0	5.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																			pregnant (third trimester)	8.0										
2988	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13280	516	paracetamol	False					pregnant5	1231.0	1.38												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1231	pregnant5	211	homo sapiens	20	F	20	Y	20.0	8.0	32.0		26.0			yr		8.0	77.0	68.0		61.0	5.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																			pregnant (third trimester)	8.0										
2989	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	13279	516	paracetamol glutathione	False					pregnant5	1231.0	2.83												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1231	pregnant5	211	homo sapiens	20	F	20	Y	20.0	8.0	32.0		26.0			yr		8.0	77.0	68.0		61.0	5.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																			pregnant (third trimester)	8.0										
2990	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	13278	516	paracetamol sulfate	False					pregnant5	1231.0	5.29												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1231	pregnant5	211	homo sapiens	20	F	20	Y	20.0	8.0	32.0		26.0			yr		8.0	77.0	68.0		61.0	5.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																			pregnant (third trimester)	8.0										
2991	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13340	516	paracetamol	False					control7	1241.0	1.24												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1241	control7	212	homo sapiens	20	F	20	Y	20.0	12.0	31.0		19.0			yr		12.0	72.0	63.0		54.0	7.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																														
2992	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	saliva	clearance	public	13335	516	paracetamol	False					control7	1241.0	17.2												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1241	control7	212	homo sapiens	20	F	20	Y	20.0	12.0	31.0		19.0			yr		12.0	72.0	63.0		54.0	7.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																														
2993	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	13337	516	paracetamol glucuronide	False					control7	1241.0	9.13												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1241	control7	212	homo sapiens	20	F	20	Y	20.0	12.0	31.0		19.0			yr		12.0	72.0	63.0		54.0	7.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																														
2994	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	13338	516	paracetamol sulfate	False					control7	1241.0	5.3												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1241	control7	212	homo sapiens	20	F	20	Y	20.0	12.0	31.0		19.0			yr		12.0	72.0	63.0		54.0	7.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																														
2995	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	saliva	thalf	public	13336	516	paracetamol	False					control7	1241.0	1.96												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1241	control7	212	homo sapiens	20	F	20	Y	20.0	12.0	31.0		19.0			yr		12.0	72.0	63.0		54.0	7.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																														
2996	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	13339	516	paracetamol glutathione	False					control7	1241.0	1.52												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1241	control7	212	homo sapiens	20	F	20	Y	20.0	12.0	31.0		19.0			yr		12.0	72.0	63.0		54.0	7.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																														
2997	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	13349	516	paracetamol glucuronide	False					control9	1243.0	10.3												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1243	control9	212	homo sapiens	20	F	20	Y	20.0	12.0	31.0		19.0			yr		12.0	72.0	63.0		54.0	7.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																														
2998	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	13351	516	paracetamol glutathione	False					control9	1243.0	1.63												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1243	control9	212	homo sapiens	20	F	20	Y	20.0	12.0	31.0		19.0			yr		12.0	72.0	63.0		54.0	7.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																														
2999	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13352	516	paracetamol	False					control9	1243.0	1.01												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1243	control9	212	homo sapiens	20	F	20	Y	20.0	12.0	31.0		19.0			yr		12.0	72.0	63.0		54.0	7.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																														
3000	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	13350	516	paracetamol sulfate	False					control9	1243.0	5.47												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1243	control9	212	homo sapiens	20	F	20	Y	20.0	12.0	31.0		19.0			yr		12.0	72.0	63.0		54.0	7.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																														
3001	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	saliva	clearance	public	13347	516	paracetamol	False					control9	1243.0	18.5												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1243	control9	212	homo sapiens	20	F	20	Y	20.0	12.0	31.0		19.0			yr		12.0	72.0	63.0		54.0	7.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																														
3002	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	saliva	thalf	public	13348	516	paracetamol	False					control9	1243.0	2.05												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	515	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1986	1243	control9	212	homo sapiens	20	F	20	Y	20.0	12.0	31.0		19.0			yr		12.0	72.0	63.0		54.0	7.0		kilogram				Y	20.0	N	20																					20	7.00e+00	day																																																														
3003	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	thalf	public	13521	518	paracetamol	False					E2	1256.0	1.9												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1256	E2	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	79.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3004	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13525	518	apapcys+apapmer	False					E2	1256.0	0.0462												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1256	E2	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	79.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3005	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13522	518	paracetamol	False					E2	1256.0	0.0078												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1256	E2	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	79.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3006	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13523	518	paracetamol glucuronide	False					E2	1256.0	0.253												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1256	E2	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	79.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3007	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13524	518	paracetamol sulfate	False					E2	1256.0	0.0966												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1256	E2	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	79.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3008	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13526	518	paracetamol	False					E2	1256.0	0.0078												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1256	E2	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	79.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3009	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13549	518	apapcys+apapmer	False					E6	1260.0	0.0396												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1260	E6	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	72.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3010	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13550	518	paracetamol	False					E6	1260.0	0.0078												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1260	E6	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	72.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3011	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	thalf	public	13545	518	paracetamol	False					E6	1260.0	2.2												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1260	E6	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	72.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3012	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13547	518	paracetamol glucuronide	False					E6	1260.0	0.21899999999999997												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1260	E6	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	72.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3013	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13546	518	paracetamol	False					E6	1260.0	0.0078												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1260	E6	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	72.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3014	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13548	518	paracetamol sulfate	False					E6	1260.0	0.0882												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1260	E6	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	72.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3015	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	thalf	public	13551	518	paracetamol	False					E7	1261.0	2.4												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1261	E7	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	73.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3016	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13555	518	apapcys+apapmer	False					E7	1261.0	0.0384												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1261	E7	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	73.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3017	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13553	518	paracetamol glucuronide	False					E7	1261.0	0.18100000000000002												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1261	E7	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	73.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3018	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13556	518	paracetamol	False					E7	1261.0	0.0066												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1261	E7	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	73.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3019	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13552	518	paracetamol	False					E7	1261.0	0.0066												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1261	E7	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	73.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3020	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13554	518	paracetamol sulfate	False					E7	1261.0	0.0744												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1261	E7	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	73.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3021	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	thalf	public	13557	518	paracetamol	False					E8	1262.0	2.5												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1262	E8	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	79.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3022	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13558	518	paracetamol	False					E8	1262.0	0.006												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1262	E8	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	79.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3023	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13560	518	paracetamol sulfate	False					E8	1262.0	0.0786												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1262	E8	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	79.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3024	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13559	518	paracetamol glucuronide	False					E8	1262.0	0.168												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1262	E8	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	79.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3025	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13561	518	apapcys+apapmer	False					E8	1262.0	0.0378												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1262	E8	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	79.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3026	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13562	518	paracetamol	False					E8	1262.0	0.006												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1262	E8	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	79.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3027	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13573	518	apapcys+apapmer	False					Y2	1248.0	0.0414												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1248	Y2	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	19.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3028	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	thalf	public	13569	518	paracetamol	False					Y2	1248.0	2.2												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1248	Y2	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	19.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3029	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13570	518	paracetamol	False					Y2	1248.0	0.012												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1248	Y2	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	19.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
